Plant Name,Family,Book,Page start,Page end,1. Flowering 🌼,2. Fruiting 🍊,2A. Dormancy💤,3. Deciduous 🍂,4. Bulbous root 🥔,4A. Rhizomatous 🌾,5. Water Plant 🌊?,5A. Perennial♾️,6. Herb 🌿,7. Shrub🌴,8. Tree🌳,9. Climber🧗‍♀️,10. Creep-ing🐌,11. Succu-lent🌵,11A. Tropical rainforest habitat☔,11B. Insectivorous🦟,11C. Parasitic 🧛,12. Full Sun ☀️,13. Semi-Shade 🌤️,14. Shade ☁️,15. Hot 🔥,16. Warm 🌡️,17. Cold ❄️,18. Wind Tolerant 💨?,18A. Wind Sensitive🛡️,19. Cold-phobia 😨?,20. Salt Tolerant 🧂,21. Drought tolerant🏜️,22. Moist 💧,23. Requring lots of water 🌧️,23A. Moist-phobia🚫,24. Drought-sensitive🥀,25. Thermo-sensitive 🥵,25A. Barren tolerant🗿,25B. Antipollution 🔄,26. Lightly toxic🟡,27. Toxic🟠,28. Heavily toxic 🔴,Count of cell with logo,,,,
Roystonea regia,Arecaceae,4,156,,5-6,7-10,,,,,,,,,🌳,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,🌧️,,,,,,,,,6,,,,
Sabal palmetto,Arecaceae,4,157,,5-6,,,,,,,,,,🌳,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,🌧️,,,,,,,,,6,,,,
Syagrus romanzoffiana (Arecastrum romanzoffianum),Arecaceae,4,157,,2,11,,,,,,,,,🌳,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,🌧️,,,,,,,,,6,,,,
Trachycarpus fortunei,Arecaceae,4,158,,2-3,3-4,,,,,,,,,🌳,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,🌧️,,,,,,,,,6,,,,
Veitchia merrillii,Arecaceae,4,158,,9,3-4,,,,,,,,,🌳,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,🌧️,,,,,,,🟠,,7,,,,
Wallichia disticha,Arecaceae,4,159,,,,,,,,,,,,🌳,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,🟠,,5,,,,
Washingtonia robusta,Arecaceae,4,159,,6-8,,,,,,,,,,🌳,,,,,,,☀️,,,🔥,🌡️,❄️,,,,🧂,🏜️,💧,🌧️,,,,,,,,,9,,,,
Wodyetia bifurcata,Arecaceae,4,160,,10,8-10,,,,,,,,,🌳,,,,,,,☀️,,,,🌡️,❄️,💨,,,,🏜️,💧,,,,,,,,,,7,,,,
Achillea millefolium,Asteraceae,4,161,,6-8,,,,,,,,🌿,,,,,,,,,☀️,🌤️,,,🌡️,❄️,,,,,🏜️,💧,,,,,,🔄,,🟠,,9,,,,
Acmella oleracea (Spilanthes oleracea),Asteraceae,4,161,,1-12,,,,,,,,🌿,,,,,,,,,☀️,,,🔥,,,,,,,🏜️,💧,,,,,,,,,,5,,,,
Ageratum conyzoides,Asteraceae,4,162,,6-10,,,,,,,,🌿,,,,,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Ageratum conyzoides 'Variegatus',Asteraceae,4,162,,6-10,,,,,,,,🌿,,,,,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Ageratum houstonianum,Asteraceae,4,163,,1-12,,,,,,,,🌿,,,,,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Ajania pallasiana,Asteraceae,4,163,,8-9,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,❄️,,,,,,💧,,,,,,,,,,5,,,,
Arctium lappa,Asteraceae,4,164,,4-6,7-8,,,,🌾,,,🌿,,,,,,,,,☀️,,,,🌡️,❄️,,,,,,💧,,,,,,,,,,6,,,,
Argyranthemum frutescens,Asteraceae,4,165,,2-11,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,🌧️,,,🥵,,,,,,6,,,,
Argyranthemum frutescens 'Butterfly',Asteraceae,4,165,,2-11,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,🌧️,,,🥵,,,,,,6,,,,
Argyranthemum frutescens 'Sassy Pink',Asteraceae,4,165,,2-11,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,🌧️,,,🥵,,,,,,6,,,,
Artemisia abrotanum,Asteraceae,4,166,,7-10,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Artemisia indica,Asteraceae,4,166,,8-12,8-12,,,,,,,🌿,,,,,,,,,☀️,,,🔥,🌡️,,,,,,🏜️,💧,,,,,🗿,,,,,7,,,,
Artemisia indica 'Variegatus',Asteraceae,4,167,,8-12,8-12,,,,,,,🌿,,,,,,,,,☀️,,,🔥,🌡️,,,,,,🏜️,💧,,,,,🗿,,,,,7,,,,
Artemisia lactiflora,Asteraceae,4,167,,8-11,,,,,,,,🌿,,,,,,,,,☀️,🌤️,,🔥,,,,,,,,💧,,,,,,,,,,5,,,,
Artemisia schmidtiana 'Nana',Asteraceae,4,168,,9-10,,,,,,,,🌿,,,,,,,,,,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Aster baccharoides,Asteraceae,4,168,,6-12,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Aster panduratus,Asteraceae,4,169,,2-11,6-12,,,,,,,🌿,,,,,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Bellis perennis,Asteraceae,4,169,,3-5,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,❄️,,,,,,💧,,,,🥵,,,,,,6,,,,
Bidens alba,Asteraceae,4,170,,6-11,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Blumea megacephala,Asteraceae,4,170,,7-12,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Brachyscome multifida,Asteraceae,4,171,,10-5,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,🚫,,🥵,,,,,,6,,,,
Calendula officinalis,Asteraceae,4,171,,4-10,,,,,,,,🌿,,,,,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,🚫,,🥵,,,,,,7,,,,
Callistephus chinensis,Asteraceae,4,172,,5-10,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,❄️,,,,,,💧,,,,,,,,,,5,,,,
Centaurea benedicta,Asteraceae,4,172,,5-6,7-10,,,,,,,🌿,,,,,,,,,☀️,,☁️,,🌡️,❄️,,,,,🏜️,💧,,,,,,,,,,7,,,,
Centaurea cyanus,Asteraceae,4,173,,3-5,7-8,,,,,,,🌿,,,,,,,,,☀️,,,,,❄️,,,,,,💧,🌧️,,,🥵,,,,,,6,,,,
Centaurea cyanus cultivarietas,Asteraceae,4,173,,3-5,7-8,,,,,,,🌿,,,,,,,,,☀️,,,,,❄️,,,,,,💧,🌧️,,,🥵,,,,,,6,,,,
Centipeda minima,Asteraceae,4,174,,6-10,,,,,,,,🌿,,,🧗‍♀️,,,,,,,🌤️,,,🌡️,,,,,,,💧,,,,,,,🟡,,,6,,,,
Centratherum punctatum,Asteraceae,4,174,,1-12,,,,,,,,🌿,,,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,🌧️,,,,,,,,,6,,,,
Chrysanthemum carinatum,Asteraceae,4,175,,6-9,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Chrysanthemum segetum,Asteraceae,4,175,,4-5,,,,,,,,🌿,,,,,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Chrysanthemum multicaule,Asteraceae,4,176,,4-5,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,🚫,,🥵,,,,,,6,,,,
Chrysanthemum paludosum,Asteraceae,4,176,,2-4,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,🚫,,🥵,,,,,,6,,,,
Cichorium endivia,Asteraceae,4,177,,5-6,,,,,,,,🌿,,,,,,,,,☀️,,,🔥,,❄️,,,,,,💧,,,,,,,,,,5,,,,
Cirsium hupehense (Cirsium lineare),Asteraceae,4,177,,8-11,,,,,🌾,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Cirsium japonicum,Asteraceae,4,178,,3-11,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,🌧️,,,,,,,,,5,,,,
Coreopsis tinctoria,Asteraceae,4,178,,3-6,,,,,,,,🌿,,,,,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,,,🥵,,,,,,6,,,,
Cosmos atrosanguineus,Asteraceae,4,179,,2-9,,,,,,,,🌿,,,,,,,,,☀️,🌤️,,,,❄️,,,,,,💧,,,,,,,,,,5,,,,
Cosmos bipinnatus,Asteraceae,4,179,,9-3,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,❄️,,,,,🏜️,💧,,🚫,,,,,,,,7,,,,
Cosmos sulphureus,Asteraceae,4,180,,9-11,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,🏜️,💧,,,,,,,,,,5,,,,
Crossostephium chinense,Asteraceae,4,180,,7-4,,,,,,,,🌿,,,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Dahlia Cav.,Asteraceae,4,181,183,11-3,,,,,🌾,,,🌿,,,,,,,,,☀️,🌤️,,,🌡️,,,,,,🏜️,💧,,,,🥵,,,,,,8,,,,
Dendranthema indicum (Chrysanthemum indicum),Asteraceae,4,183,,7-12,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Dyssodia tenuiloba (Thymophylla tenuiloba),Asteraceae,4,184,,12-3,,,,,,,,🌿,,,,,,,,,☀️,,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,🟠,,7,,,,
Echinacea purpurea,Asteraceae,4,184,,5-8,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,🚫,,🥵,,,,,,6,,,,
Echinacea purpurea 'Alba',Asteraceae,4,184,,5-8,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,🚫,,🥵,,,,,,6,,,,
Eclipta prostrata,Asteraceae,4,185,,5-11,,,,,,,,🌿,,,,,,,,,,🌤️,,,🌡️,,,,,,,💧,🌧️,,,,,,,,,5,,,,
Elephantopus tomentosus,Asteraceae,4,185,,5-8,,,,,,,,🌿,,,,,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Emilia sonchifolia,Asteraceae,4,186,,1-12,1-12,,,,,,,🌿,,,,,,,,,☀️,🌤️,☁️,,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Erechtites valerianifolia,Asteraceae,4,186,,4-6,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Euryops pectinatus,Asteraceae,4,187,,9-6,,,,,,,,,🌴,,,,,,,,☀️,,,,🌡️,❄️,,,,,,💧,,,,,,,,,,5,,,,
Euryops pectinatus cultivarietas,Asteraceae,4,187,,9-6,,,,,,,,,🌴,,,,,,,,☀️,,,,🌡️,❄️,,,,,,💧,,,,,,,,,,5,,,,
Farfugium japonicum,Asteraceae,4,188,,7-11,,,,,,,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
Felicia amelloides 'Variegata',Asteraceae,4,188,,3-9,,,,,,,,🌿,,,,,,,,,,🌤️,,,🌡️,❄️,,,,,,💧,,,,,,,,,,5,,,,
Gaillardia pulchella,Asteraceae,4,189,,3-9,,,,,,,,🌿,,,,,,,,,☀️,,,🔥,🌡️,❄️,💨,,,🧂,🏜️,💧,,,,,🗿,,,,,10,,,,
Gazania rigens cultivarietas,Asteraceae,4,189,,11-4,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,❄️,,,,,🏜️,💧,,,,,,,,,,6,,,,
Gerbera jamesonii,Asteraceae,4,190,,11-3,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Gerbera jamesonii cultivarietas,Asteraceae,4,190,191,11-3,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Gerbera piloselloides,Asteraceae,4,191,,3-6,8-12,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Gynura aurantiaca,Asteraceae,4,192,,8-11,8-11,,,,,,,🌿,,,,🐌,,,,,,🌤️,,,🌡️,,,,,,,💧,,,,,,,,🟠,,6,,,,
Gynura aurantiaca 'Variegata',Asteraceae,4,192,,8-11,8-11,,,,,,,🌿,,,,🐌,,,,,,🌤️,,,🌡️,,,,,,,💧,,,,,,,,🟠,,6,,,,
Gynura divaricata,Asteraceae,4,193,,7-10,,,,,,,,🌿,,,,,,,,,,🌤️,,,🌡️,,,,,,,💧,,,,,,,🟡,,,5,,,,
Helianthus annuus,Asteraceae,4,193,,1-12,,,,,,,,🌿,,,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Helianthus L.,Asteraceae,4,194,195,1-12,,,,,,,,🌿,,,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Helichrysum bracteatum (Xerochrysum bracteatum),Asteraceae,4,196,,12-5,,,,,,,,🌿,,,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Inula cappa,Asteraceae,4,197,,9-12,,,,,,,,🌿,,,,,,,,,,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Inula lineariifolia,Asteraceae,4,197,,8-9,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,❄️,,,,,🏜️,💧,,,,,,,,,,6,,,,
Ixeris japonica (Ixeris debilis),Asteraceae,4,198,,3-5,,,,,,,,🌿,,,,🐌,,,,,☀️,,,🔥,🌡️,,,,,🧂,,💧,,,,,,,,,,7,,,,
Kalimeris indica,Asteraceae,4,198,,1-12,,,,,,,,🌿,,,,🐌,,,,,☀️,,,,🌡️,,,,,🧂,🏜️,💧,🌧️,,,,,,,,,8,,,,
Liatris spicata,Asteraceae,4,199,,6-10,,,,,🌾,,,🌿,,,,,,,,,☀️,,,,🌡️,❄️,,,,,🏜️,💧,,,,,🗿,,,,,8,,,,
Matricaria chamomilla,Asteraceae,4,199,,4-5,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,🧂,🏜️,💧,,🚫,,🥵,,,,,,8,,,,
Melampodium paludosum,Asteraceae,4,200,,5-10,,,,,,,,🌿,,,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Mikania micrantha,Asteraceae,4,200,,6-12,,,,,,,,🌿,,,🧗‍♀️,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Osteospermum fruticosum,Asteraceae,4,201,,2-7,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,❄️,,,,,,💧,,,,,,,,,,5,,,,
Othonna anniana,Asteraceae,4,201,,11-3,,5-10,,,🌾,,,,,,,,🌵,,,,☀️,,,,🌡️,,,,,,🏜️,,,,,🥵,,,,,,6,,,,
Othonna clavifolia,Asteraceae,4,202,,11-3,,5-10,,,🌾,,,,🌴,,,,🌵,,,,☀️,,,,🌡️,❄️,,,,,🏜️,,,,,🥵,,,,,,8,,,,
Othonna euphorbioides,Asteraceae,4,202,,11-3,,5-10,,,🌾,,,,🌴,,,,🌵,,,,☀️,,,,🌡️,❄️,,,,,🏜️,,,,,🥵,,,,,,8,,,,
Othonna lobata,Asteraceae,4,203,,12,,5-10,,,🌾,,,,🌴,,,,🌵,,,,☀️,,,,,❄️,,,,,🏜️,,,,,🥵,,,,,,7,,,,
Othonna pinnata,Asteraceae,4,203,,1,,5-10,,,,,,,🌴,,,,🌵,,,,☀️,,,,🌡️,❄️,,,,,🏜️,💧,,,,🥵,,,,,,8,,,,
Othonna triplinervia,Asteraceae,4,204,,3,,5-10,,,🌾,,,,🌴,,,,🌵,,,,☀️,,,,🌡️,❄️,,,,,🏜️,💧,,,,🥵,,,,,,9,,,,
Pluchea indica,Asteraceae,4,204,,1-12,,,,,,,,,🌴,,,,🌵,,,,☀️,,,🔥,,,,,,🧂,,💧,,,,,,,,,,6,,,,
Rudbeckia fulgida,Asteraceae,4,205,,5-9,,10-4,,,🌾,,,🌿,,,,,,,,,☀️,,,,🌡️,❄️,,,,,🏜️,💧,,,,,,,,,,7,,,,
Rudbeckia hirta,Asteraceae,4,205,,5-9,,10-4,,,🌾,,,🌿,,,,,,,,,☀️,,,,🌡️,❄️,,,,,🏜️,💧,,,,,,,,,,7,,,,
Rudbeckia hirta cultivarietas,Asteraceae,4,206,,5-9,,10-4,,,🌾,,,🌿,,,,,,,,,☀️,,,,🌡️,❄️,,,,,🏜️,💧,,,,,,,,,,7,,,,
Rudbeckia hirta var. pulcherrima,Asteraceae,4,206,,5-9,,10-4,,,🌾,,,🌿,,,,,,,,,☀️,,,,🌡️,❄️,,,,,🏜️,💧,,,,,,,,,,7,,,,
Scolymus hispanicus,Asteraceae,4,206,,5-11,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,❄️,,,,,,,,,,,,,,,,4,,,,
Senecio articulatus,Asteraceae,4,207,,11-3,,,,,,,,🌿,,,,,🌵,,,,,🌤️,,,🌡️,,,,😨,,🏜️,,,🚫,,🥵,,,,,,8,,,,
Senecio cineraria,Asteraceae,4,207,,6-9,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,❄️,,,,,,💧,,,,,,,,,,5,,,,
Senecio citriformis,Asteraceae,4,208,,10-4,,6-9,,,,,,🌿,,,🧗‍♀️,,🌵,,,,,🌤️,,,🌡️,❄️,,,,,🏜️,,,🚫,,🥵,,,,,,9,,,,
Senecio confusus (Pseudogynoxys chenopodioides),Asteraceae,4,208,,1-12,,,,,,,,🌿,,,🧗‍♀️,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Senecio crassissimus,Asteraceae,4,209,,3-9,,,,,,,,🌿,,,,,🌵,,,,☀️,,,,🌡️,,,,,,🏜️,,,,,,,,,,,5,,,,
Senecio cruentus,Asteraceae,4,209,,1-5,,,,,,,,🌿,,,,,,,,,,🌤️,,,🌡️,,,,😨,,,💧,,🚫,,🥵,,,,🟠,,8,,,,
Senecio ficoides,Asteraceae,4,210,,4-5,,,,,,,,🌿,,,,,🌵,,,,,🌤️,,,🌡️,,,,,,🏜️,,,,,,,,,,,5,,,,
Senecio fulgens,Asteraceae,4,210,,2-4,,,,,🌾,,,🌿,,,,,🌵,,,,☀️,🌤️,,🔥,,,,,,,🏜️,,,,,,,,,,,7,,,,
Senecio macroglossus,Asteraceae,4,211,,3-4,,,,,,,,🌿,,,🧗‍♀️,,🌵,,,,,🌤️,,,,❄️,,,,,🏜️,,,🚫,,🥵,,,,,,8,,,,
Senecio macroglossus 'Variegatus',Asteraceae,4,211,,3-4,,,,,,,,🌿,,,🧗‍♀️,,🌵,,,,,🌤️,,,,❄️,,,,,🏜️,,,🚫,,🥵,,,,,,8,,,,
Senecio mweroensis ssp. saginatus,Asteraceae,4,211,,8,,,,,,,,🌿,,,,,🌵,,,,☀️,🌤️,,,🌡️,,,,😨,,🏜️,,,🚫,,🥵,,,,,,9,,,,
Senecio pendulus,Asteraceae,4,212,,,,,,,,,,,🌴,,,🐌,🌵,,,,☀️,🌤️,,,🌡️,,,,😨,,🏜️,💧,,,,,,,,,,9,,,,
Senecio scandens,Asteraceae,4,212,,8-2,,,,,,,,🌿,,,,,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,,,,,,🟡,,,6,,,,
Silybum marianum,Asteraceae,4,213,,4-7,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,❄️,,,,,,💧,,,,,,,,,,5,,,,
Spilanthes paniculata (Spilanthes acmella),Asteraceae,4,213,,4-11,,,,,,,,🌿,,,,,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Stevia rebaudiana,Asteraceae,4,214,,8-11,,,,,,,,,🌴,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Synedrella nodiflora,Asteraceae,4,214,,6-1,,,,,,,,🌿,,,,,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Tagetes erecta,Asteraceae,4,215,,6-10,,,,,,,,🌿,,,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Tagetes lemmonii,Asteraceae,4,215,,3-11,,,,,,,,🌿,🌴,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Tagetes patula,Asteraceae,4,216,,12-5,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Tagetes tenuifolia 'Lemon Gem',Asteraceae,4,217,,5-12,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,❄️,,,,,,💧,,,,,,,,,,5,,,,
Tagetes tenuifolia 'Paprika',Asteraceae,4,217,,5-12,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,❄️,,,,,,💧,,,,,,,,,,5,,,,
Taraxacum mongolicum,Asteraceae,4,217,,4-11,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,❄️,,,,,,💧,,,,,,,,,,5,,,,
Tithonia diversifolia,Asteraceae,4,218,,9-12,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Tithonia rotundifolia,Asteraceae,4,218,,6-9,,,,,,,,🌿,,,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Tridax procumbens,Asteraceae,4,219,,11-5,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Vernonia elliptica,Asteraceae,4,219,,3-5,,,,,,,,,,,🧗‍♀️,,,,,,☀️,,,🔥,,,,,,,,💧,,,,,,,,,,4,,,,
Wedelia chinensis,Asteraceae,4,220,,3-9,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,🧂,🏜️,💧,,,,,,,,,,6,,,,
Wedelia trilobata,Asteraceae,4,220,,1-12,,,,,,,,🌿,,,,,,,,,☀️,🌤️,,🔥,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Wollastonia biflora (Wedelia biflora),Asteraceae,4,221,,1-12,,,,,,,,🌿,,,🧗‍♀️,,,,,,☀️,,,🔥,🌡️,,,,,🧂,,💧,,,,,,,,,,7,,,,
Youngia japonica,Asteraceae,4,221,,3-5,3-5,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Zinnia angustifolia,Asteraceae,4,222,,,,,,,,,,🌿,,,,,,,,,☀️,,,🔥,🌡️,,,,,,🏜️,💧,,,,🥵,,,,,,7,,,,
Zinnia elegans,Asteraceae,4,223,,6-11,,,,,,,,🌿,,,,,,,,,☀️,,,🔥,,,,,😨,,,💧,,,,,,,,,,5,,,,
Cyclamen persicum cultivarietas,Primulaceae,4,224,,12-5,,5-8,,,,,,🌿,,,,,,,,,,🌤️,,,,❄️,,,,,,💧,,,,🥵,,,🟡,,,6,,,,
Lysimachia congestiflora,Primulaceae,4,225,,4-6,,,,,,,,🌿,,,,🐌,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Lysimachia congestiflora 'Midnight Sun',Primulaceae,4,225,,4-6,,,,,,,,🌿,,,,🐌,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Lysimachia congestiflora 'Outback Sunset',Primulaceae,4,225,,4-6,,,,,,,,🌿,,,,🐌,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Primula denticulata,Primulaceae,4,226,,4-6,,,,,🌾,,,🌿,,,,,,,,,,🌤️,,,,❄️,,,,,,💧,🌧️,,,,,,,,,6,,,,
Primula hybrids,Primulaceae,4,226,227,12-4,,,,,,,,🌿,,,,,,,,,,🌤️,,,,❄️,,,,,,💧,🌧️,,,🥵,,,,,,6,,,,
Primula malacoides,Primulaceae,4,228,,12-4,,,,,,,,🌿,,,,,,,,,,🌤️,,,,❄️,,,,,,,🌧️,🚫,,🥵,,,,,,6,,,,
Primula obconica,Primulaceae,4,228,,3-6,,,,,,,,🌿,,,,,,,,,,🌤️,,,,❄️,,,,,,💧,,🚫,,🥵,,,,,,6,,,,
Acorus gramineus,Acoraceae,4,229,,2-5,4-7,,,,🌾,🌊,,🌿,,,,,,☔,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
Cuscuta australis,Cuscutaceae,4,229,,,,,,,,,,,,,🧗‍♀️,,,,,🧛,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Averrhoa carambola,Oxalidaceae,4,230,,5-6,7-12,,,,,,,,,🌳,,,,,,,☀️,🌤️,,🔥,🌡️,,,,😨,,,💧,,,,,,,,,,7,,,,
Biophytum sensitivum,Oxalidaceae,4,3-10,,3-10,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,🏜️,💧,,,,,,,,🟠,,6,,,,
Oxalis adenophylla,Oxalidaceae,4,231,,4-5,,,,🥔,,,,🌿,,,,,,,,,☀️,🌤️,,🔥,,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Oxalis brasiliensis,Oxalidaceae,4,231,,3-6,,,,🥔,,,,🌿,,,,,,,,,☀️,🌤️,,🔥,,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Oxalis corniculata,Oxalidaceae,4,232,,1-12,,,,,,,,🌿,,,,,,,,,☀️,🌤️,,🔥,,,,,,,🏜️,💧,,,,,,,🟡,,,7,,,,
Oxalis corymbosa,Oxalidaceae,4,232,,3-12,3-12,,,🥔,,,,🌿,,,🧗‍♀️,,,,,,☀️,🌤️,,🔥,,,,,,,🏜️,💧,,,,,,,🟡,,,9,,,,
Oxalis deppei,Oxalidaceae,4,233,,10-3,,,,🥔,,,,🌿,,,,,,,,,☀️,🌤️,,🔥,,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Oxalis flava,Oxalidaceae,4,233,,11-3,,,,🥔,,,,🌿,,,,,,,,,☀️,🌤️,,🔥,,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Oxalis pes-caprae,Oxalidaceae,4,234,,10-3,,,,🥔,,,,🌿,,,,,,,,,☀️,🌤️,,🔥,,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Oxalis purpurea,Oxalidaceae,4,234,,10-3,,,,🥔,,,,🌿,,,,,,,,,☀️,🌤️,,🔥,,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Oxalis purpurea 'Alba',Oxalidaceae,4,235,,10-3,,,,🥔,,,,🌿,,,,,,,,,☀️,🌤️,,🔥,,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Oxalis simplex,Oxalidaceae,4,235,,10-3,,,,🥔,,,,🌿,,,,,,,,,☀️,🌤️,,🔥,,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Oxalis stenorrhyncha,Oxalidaceae,4,235,,10-3,,,,🥔,,,,🌿,,,,,,,,,☀️,🌤️,,🔥,,,,,,,🏜️,💧,,,,,,,,,,7,,,,
